'Shimon Edelman', 'Nathan Intrator', 'Richard Sutton', 'Doina Precup', 'Geoff Hinton', 'Andrew Blake', 'David Forsyth', 'Peter Dayan', 'Josh Tenenbaum', 'David Andre'
'Shimon Edelman', 'Shai Ben-David', 'Mikhail Belkin', 'Wolfgang Maass', 'Klaus Obermayer', 'Ramesh Gopinath', 'Daphne Koller', 'Sebastian Thrun', 'Jean Ponce', 'Christophe Andrieu'
'Volodya Vovk', 'Shimon Edelman', 'Karl Friston', 'Yishay Mansour', 'Robert Schapire', 'Klaus Obermayer', 'Terrence Sejnowski', 'Barak Pearlmutter', 'Naftali Tishby', 'Tony Bell'
'Shimon Edelman', 'Kevin Murphy', 'Walter Senn', 'Dorin Comaniciu', 'John Shawe-Taylor', 'Kristin Bennett', 'Klaus Obermayer', 'Liam Paninski', 'Ralf Herbrich', 'Thomas Hofmann'
'David Forsyth', 'Peter Dayan', 'Karl Friston', 'Andrew Zisserman', 'Klaus Obermayer', 'Liam Paninski', 'Juho Rousu', 'David Karger', 'Shimon Edelman', 'Sebastian Thrun'
'Klaus Obermayer', 'Jean-Marc Odobez', 'Tong Zhang', 'Joachim Buhmann', 'Ralf Herbrich', 'Thomas Hofmann', 'Thore Graepel', 'Eric Xing', 'Yoram Singer', 'John Lafferty'
'Shimon Edelman', 'Andrew Blake', 'Peter Dayan', 'Ramesh Gopinath', 'Pierre Baldi', 'Wolfgang Maass', 'Yair Weiss', 'Nathan Intrator', 'James Kwok', 'Neil Lawrence'
'Yosua Bengio', 'John Moody', 'Robert Williamson', 'John Shawe-Taylor', 'Robert Schapire', 'Martial Hebert', 'Andrew Blake', 'Pietro Perona', 'Nathan Intrator', 'Volker Tresp'
'Shimon Edelman', 'Richard Sutton', 'Geoff Hinton', 'Dan Roth', 'Peter Dayan', 'Joachim Buhmann', 'Terrence Sejnowski', 'John Moody', 'John Harris', 'Daniel Lee'
'David Karger', 'Nir Friedman', 'Michael Schmitt', 'Gary Cottrell', 'Wolfgang Maass', 'Terrence Sejnowski', 'Yair Weiss', 'Tony Bell', 'Richard Sutton', 'John Shawe-Taylor'
'Nir Friedman', 'Thomas Richardson', 'Yoram Singer', 'Michael Schmitt', 'Yishay Mansour', 'Brendan Frey', 'David Forsyth', 'Josh Tenenbaum', 'Tommi Jaakkola', 'David Danks'
'Robert Schapire', 'David Karger', 'Yoram Singer', 'Yishay Mansour', 'Sally Goldman', 'Ingo Steinwart', 'Serge Belongie', 'Ramesh Gopinath', 'Daphne Koller', 'Sebastian Thrun'
'Klaus Obermayer', 'Amos Storkey', 'Yishay Mansour', 'Ciprian Chelba', 'Kevin Murphy', 'Ji Zhu', 'Saharon Rosset', 'Dorin Comaniciu', 'Pierre Baldi', 'Mehryar Mohri'
'David Andre', 'Daphne Koller', 'Yoram Singer', 'Sebastian Thrun', 'Andrew Moore', 'Geoff Hinton', 'Tong Zhang', 'Andrew McCallum', 'Brendan Frey', 'Wolfgang Maass'
'Geoff Hinton', 'Zoubin Ghahramani', 'Peter Dayan', 'Naftali Tishby', 'Sam Roweis', 'Dan Roth', 'Radford Neal', 'Terrence Sejnowski', 'Giacomo Indiveri', 'Ramesh Gopinath'
'Shimon Edelman', 'David Forsyth', 'Peter Dayan', 'Michael Isard', 'Partha Niyogi', 'David Karger', 'Pierre Baldi', 'Yoram Singer', 'Nir Friedman', 'Mehryar Mohri'
'Yoram Singer', 'Dale Schuurmans', 'Robert Schapire', 'Michael Collins', 'Andrew Moore', 'Peter Auer', 'Claudio Gentile', 'Koby Crammer', 'Tommi Jaakkola', 'David Karger'
'Ji Zhu', 'Shimon Edelman', 'Andrew Moore', 'Geoff Hinton', 'Matthew Beal', 'Xiaojin Zhu', 'Ramesh Gopinath', 'Dorin Comaniciu', 'Ralf Herbrich', 'Mehryar Mohri'
'Klaus Obermayer', 'Tommi Jaakkola', 'Dorin Comaniciu', 'Laurent Itti', 'Gary Cottrell', 'Stefano Soatto', 'Ciprian Chelba', 'Kevin Murphy', 'Naftali Tishby', 'Eric Xing'
'Karl Friston', 'Giacomo Indiveri', 'Daphne Koller', 'Geoff Hinton', 'Klaus Obermayer', 'Francis Bach', 'Volker Tresp', 'Robert Williamson', 'Neil Lawrence', 'Sridhar Mahadevan'
'David Forsyth', 'Klaus Obermayer', 'Christopher Manning', 'Josh Tenenbaum', 'Bartlett Mel', 'Bernhard Schoelkopf', 'Robert Williamson', 'Scott Kirkpatrick', 'Nir Friedman', 'Jean Ponce'
'Peter Dayan', 'David Karger', 'Richard Sutton', 'Mehryar Mohri', 'Ciprian Chelba', 'Andrew Blake', 'Michael Isard', 'Patrick Haffner', 'Pierre Baldi', 'Shimon Edelman'
'Shimon Edelman', 'Stefano Soatto', 'Dorin Comaniciu', 'Amnon Shashua', 'Allen Jepson', 'Kobus Barnard', 'Pietro Perona', 'Yair Weiss', 'Daphna Weinshall', 'Hayit Greenspan'
'Sam Roweis', 'Ralf Herbrich', 'Tong Zhang', 'Klaus Obermayer', 'Geoff Hinton', 'Samy Bengio', 'Thore Graepel', 'Sally Goldman', 'Thomas Hofmann', 'James Kwok'
'Thomas Wennekers', 'David Karger', 'Andrew Moore', 'Wolfgang Maass', 'Michael Schmitt', 'Klaus Obermayer', 'Yair Weiss', 'Nicholas Brunel', 'Sebastian Thrun', 'Robert Williamson'
'Mark Johnson', 'Joachim Buhmann', 'Charlie Anderson', 'Ramesh Gopinath', 'Daphne Koller', 'Yoram Singer', 'Bernhard Schoelkopf', 'Amos Storkey', 'Thomas Hofmann', 'James Kwok'
'Shimon Edelman', 'Peter Dayan', 'Gary Cottrell', 'Tom Griffiths', 'Terrence Sejnowski', 'Yair Weiss', 'Matthias Franz', 'Bartlett Mel', 'Pierre Baldi', 'John Lafferty'
'Andrew Barto', 'Richard Sutton', 'Dan Roth', 'Thomas Hofmann', 'Satinder Singh', 'Wolfgang Maass', 'Dale Schuurmans', 'Wim Wiegerinck', 'Sally Goldman', 'Sebastian Thrun'
'David Karger', 'Daphne Koller', 'Geoff Hinton', 'Samy Bengio', 'Andrew Ng', 'Ji Zhu', 'Andrew Barto', 'Benjamin Van Roy', 'Sebastian Thrun', 'Satinder Singh'
'Sam Roweis', 'Satinder Singh', 'Zoubin Ghahramani', 'Shie Mannor', 'Daphne Koller', 'Sebastian Thrun', 'Sridhar Mahadevan', 'Michael Littman', 'Andrew Moore', 'Sham Kakade'
'Shimon Edelman', 'Jean Ponce', 'Yves Grandvalet', 'Gary Cottrell', 'Peter Dayan', 'Terrence Sejnowski', 'Charlie Anderson', 'John Harris', 'Ji Zhu', 'Nathan Intrator'
'Yosua Bengio', 'John Shawe-Taylor', 'Wolfgang Maass', 'Daphne Koller', 'Amnon Shashua', 'Samy Bengio', 'Daniel Gildea', 'Andrew McCallum', 'Pascal Vincent', 'Sebastian Thrun'
'Klaus Obermayer', 'Kristin Bennett', 'Dan Roth', 'Tong Zhang', 'John Lafferty', 'Alex Smola', 'Ralf Herbrich', 'Thomas Hofmann', 'Mehryar Mohri', 'John Shawe-Taylor'
'Yishay Mansour', 'David Karger', 'Ralf Herbrich', 'Michael Littman', 'Stefano Soatto', 'Andrew Gelman', 'Josh Tenenbaum', 'David Andre', 'John Lafferty', 'Sebastian Thrun'
'Sally Goldman', 'Daphne Koller', 'Naftali Tishby', 'Walter Senn', 'Yoram Singer', 'Yishay Mansour', 'Steve Renals', 'David Karger', 'Ramesh Gopinath', 'Pierre Baldi'
'Klaus Obermayer', 'Ralf Herbrich', 'Tong Zhang', 'Thore Graepel', 'Alex Smola', 'Yosua Bengio', 'Martial Hebert', 'Joachim Buhmann', 'Bernhard Schoelkopf', 'Robert Williamson'
'David Karger', 'Daphne Koller', 'Ralf Herbrich', 'Nir Friedman', 'Dan Roth', 'Michael Schmitt', 'Yishay Mansour', 'Jiri Matas', 'Mark Herbster', 'David Andre'
'Richard Sutton', 'Satinder Singh', 'Doina Precup', 'Andrew Moore', 'Mikhail Belkin', 'Michail Lagoudakis', 'Andrew Ng', 'Eric Xing', 'Partha Niyogi', 'David Andre'
'Wolfgang Maass', 'Shimon Edelman', 'Bartlett Mel', 'Michael Schmitt', 'Gary Cottrell', 'Terrence Sejnowski', 'Boris Gutkin', 'Josh Tenenbaum', 'Andrew Barto', 'Thomas Wennekers'
'Geoff Hinton', 'David Barber', 'Sally Goldman', 'Shimon Edelman', 'Ralf Herbrich', 'Robert Williamson', 'Yishay Mansour', 'Thore Graepel', 'Nicolo Cesa-Bianchi', 'Klaus Obermayer'
'Jean-Marc Odobez', 'David Karger', 'Laurent Itti', 'Nicholas Roy', 'Peter Dayan', 'Paul Viola', 'Daphna Weinshall', 'David Andre', 'Pierre Baldi', 'Daphne Koller'
'Ralf Herbrich', 'David Karger', 'Bernhard Schoelkopf', 'Gary Cottrell', 'Andrew Blake', 'Thore Graepel', 'Nicholas Roy', 'Shimon Edelman', 'Yoram Singer', 'Benjamin Van Roy'
'Michael Schmitt', 'Wolfgang Maass', 'Lawrence Saul', 'Thomas Wennekers', 'Pierre Baldi', 'Daphne Koller', 'David Heckerman', 'Wray Buntine', 'John Lafferty', 'Sebastian Thrun'
'Klaus Obermayer', 'Partha Niyogi', 'Peter Dayan', 'Christopher Manning', 'Charles Kemp', 'Andrew Ng', 'Josh Tenenbaum', 'Andrew Barto', 'Bradley Minch', 'David Andre'
'Shai Ben-David', 'Walter Senn', 'Shimon Edelman', 'Yoram Singer', 'Bernhard Schoelkopf', 'Ralf Herbrich', 'John Shawe-Taylor', 'Thore Graepel', 'Joachim Buhmann', 'Aharon Bar Hillel'
'Peter Auer', 'Andrew Moore', 'Yoram Singer', 'Yishay Mansour', 'Sally Goldman', 'Daphne Koller', 'Ralf Herbrich', 'Robert Schapire', 'Wolfgang Maass', 'Jyrki Kivinen'
'Geoff Hinton', 'David Forsyth', 'Sally Goldman', 'Richard Sutton', 'Satinder Singh', 'Doina Precup', 'Robert Schapire', 'Wolfgang Maass', 'David Andre', 'Daphne Koller'
'Shimon Edelman', 'Peter Dayan', 'Laurent Itti', 'Gary Cottrell', 'David Forsyth', 'Nathan Intrator', 'David Karger', 'Bartlett Mel', 'Pierre Baldi', 'Bernhard Schoelkopf'
'Kristin Bennett', 'Martial Hebert', 'Shimon Edelman', 'Daphne Koller', 'Yishay Mansour', 'Allen Jepson', 'Carlos Guestrin', 'Dorin Comaniciu', 'Yoram Singer', 'John Lafferty'
'Robert Schapire', 'Peter Sollich', 'Ralf Herbrich', 'Robert Williamson', 'John Shawe-Taylor', 'Thorsten Joachims', 'Thore Graepel', 'Ingo Steinwart', 'John Moody', 'Jonas August'
'Satinder Singh', 'Sam Roweis', 'Zoubin Ghahramani', 'Josh Tenenbaum', 'Sebastian Thrun', 'Richard Sutton', 'Doina Precup', 'Andrew Blake', 'Tom Griffiths', 'Liam Paninski'
'Samy Bengio', 'Shimon Edelman', 'Daphne Koller', 'Richard Sutton', 'Doina Precup', 'John Shawe-Taylor', 'Roderick Murray-Smith', 'Josh Tenenbaum', 'David Karger', 'Pierre Baldi'
'David Karger', 'Bernhard Schoelkopf', 'Dan Roth', 'David Forsyth', 'Mark Paskin', 'Alexander Ihler', 'Wray Buntine', 'David Andre', 'Daphne Koller', 'Yoram Singer'
'Serge Belongie', 'Hayit Greenspan', 'Jean Ponce', 'Alan Yuille', 'Stefano Soatto', 'Brendan Frey', 'Nebojsa Jojic', 'Andrew Blake', 'Yair Weiss', 'Daphna Weinshall'
'Sebastian Thrun', 'Song Chun Zhu', 'David Forsyth', 'William Freeman', 'Tom Griffiths', 'Joachim Buhmann', 'Sanjoy Dasgupta', 'Nuria Oliver', 'Erik Sudderth', 'Mark Steyvers'
'David Karger', 'Sven Koenig', 'Daphne Koller', 'Mark Johnson', 'Andrew Moore', 'Gary Cottrell', 'Wolfgang Maass', 'David Andre', 'Scott Kirkpatrick', 'Nir Friedman'
'Peter Dayan', 'Naftali Tishby', 'Shimon Edelman', 'Nir Friedman', 'Laurent Itti', 'Sham Kakade', 'Wolfgang Maass', 'Liam Paninski', 'Ilya Nemenman', 'David Andre'
'Shimon Edelman', 'Peter Dayan', 'Tommi Jaakkola', 'Brendan Frey', 'Yair Weiss', 'Nathan Intrator', 'Manfred Opper', 'Lehel Csato', 'David Andre', 'Bernhard Schoelkopf'
'Yishay Mansour', 'Ramesh Gopinath', 'Nicolo Cesa-Bianchi', 'Yoram Singer', 'Nir Friedman', 'Robert Schapire', 'Peter Auer', 'Walter Senn', 'Yair Weiss', 'Sally Goldman'
'Wolfgang Maass', 'Sally Goldman', 'Daphne Koller', 'Rich Caruana', 'David Karger', 'Yoram Singer', 'Nir Friedman', 'Amnon Shashua', 'Samy Bengio', 'Michael Schmitt'
'Yoram Singer', 'Klaus Obermayer', 'Shai Ben-David', 'Nir Friedman', 'Brendan Frey', 'David Forsyth', 'Charles Kemp', 'Sally Goldman', 'Shimon Edelman', 'Michael Littman'
'Peter Dayan', 'Dorin Comaniciu', 'Li Deng', 'Yair Weiss', 'Serge Belongie', 'Ramesh Gopinath', 'Pierre Baldi', 'Shimon Edelman', 'Guy Lebanon', 'Neil Lawrence'
'Daphne Koller', 'Nir Friedman', 'Mark Girolami', 'Andrew McCallum', 'Christopher Manning', 'Sanjoy Dasgupta', 'Christopher Meek', 'Ben Taskar', 'David Karger', 'Andrew Moore'
'Dorin Comaniciu', 'Jeff Bilmes', 'Klaus Obermayer', 'Shimon Edelman', 'Katrin Kirchhoff', 'Jiri Matas', 'Liam Paninski', 'Bert Kappen', 'Ramesh Gopinath', 'Alex Smola'
'Shimon Edelman', 'Klaus Obermayer', 'Nathan Intrator', 'Gary Cottrell', 'Terrence Sejnowski', 'Kevin Murphy', 'Ji Zhu', 'David Andre', 'Pierre Baldi', 'John Lafferty'
'Klaus Obermayer', 'Ramesh Gopinath', 'Shimon Edelman', 'Li Deng', 'Allen Jepson', 'Peter Dayan', 'Bert Kappen', 'Wim Wiegerinck', 'David Barber', 'Pierre Baldi'
'John Moody', 'Kobus Barnard', 'Dorin Comaniciu', 'Shimon Edelman', 'Stefano Soatto', 'Peter Dayan', 'Bradley Minch', 'David Andre', 'Daphne Koller', 'Ralf Herbrich'
'Klaus Obermayer', 'Aapo Hyvarinen', 'Laurent Itti', 'Andrew Gelman', 'Zoubin Ghahramani', 'Naftali Tishby', 'Lawrence Saul', 'Ramesh Gopinath', 'Bartlett Mel', 'Pierre Baldi'
'Yoram Singer', 'Yosua Bengio', 'Andrew Moore', 'Tommi Jaakkola', 'David Karger', 'Ralf Herbrich', 'Satinder Singh', 'Michael Littman', 'Robert Schapire', 'Michael Collins'
'Dale Schuurmans', 'Richard Sutton', 'Geoff Hinton', 'Andrew McCallum', 'Andrew Blake', 'Jeff Bilmes', 'Andrew Ng', 'Andrew Barto', 'David Karger', 'Sally Goldman'
'Satinder Singh', 'Allen Jepson', 'Klaus Obermayer', 'Naftali Tishby', 'Andrew Ng', 'Daphna Weinshall', 'David Karger', 'David Andre', 'Shimon Edelman', 'Daphne Koller'
'Shimon Edelman', 'Nathan Intrator', 'David Andre', 'Terrence Sejnowski', 'Christopher Manning', 'Andrew Barto', 'David Karger', 'John Lafferty', 'Scott Kirkpatrick', 'James Kwok'
'Shimon Edelman', 'Dan Roth', 'Karl Friston', 'Andrew Blake', 'David Forsyth', 'Josh Tenenbaum', 'Giacomo Indiveri', 'Bartlett Mel', 'Dorin Comaniciu', 'Daphne Koller'
'Wolfgang Maass', 'Michael Hasselmo', 'Shimon Edelman', 'Thomas Wennekers', 'Nir Friedman', 'Michael Schmitt', 'Peter Dayan', 'Andrew Barto', 'Yair Weiss', 'Daphne Koller'
'Sam Roweis', 'Andrew Barto', 'Geoff Hinton', 'Michael Hasselmo', 'Andrew Gelman', 'Eric Xing', 'David Karger', 'John Lafferty', 'Andrew Moore', 'Song Chun Zhu'
'Nicholas Brunel', 'Gary Cottrell', 'Geoff Hinton', 'Kenji Doya', 'Mahesan Niranjan', 'Kobus Barnard', 'Volker Tresp', 'Thomas Wennekers', 'David Karger', 'Daphne Koller'
'Shimon Edelman', 'Robert Schapire', 'Amnon Shashua', 'Peter Auer', 'Nicolo Cesa-Bianchi', 'Klaus Obermayer', 'Shai Ben-David', 'Ji Zhu', 'David Andre', 'Dorin Comaniciu'
'Nicolo Cesa-Bianchi', 'Bernhard Schoelkopf', 'Thorsten Joachims', 'Klaus Obermayer', 'Bert Kappen', 'Bradley Minch', 'Shimon Edelman', 'Yoram Singer', 'John Lafferty', 'Alex Smola'
'Joachim Buhmann', 'Dorin Comaniciu', 'Karl Friston', 'Andrew McCallum', 'Corinna Cortes', 'Giacomo Indiveri', 'Daphne Koller', 'Bernhard Schoelkopf', 'Amos Storkey', 'Nir Friedman'
'Thomas Hofmann', 'Neil Lawrence', 'Yosua Bengio', 'Tong Zhang', 'Peter Auer', 'Michail Lagoudakis', 'David Karger', 'Ramesh Gopinath', 'Shimon Edelman', 'Daphne Koller'
'Shimon Edelman', 'David Andre', 'Amos Storkey', 'Volodya Vovk', 'Bradley Minch', 'Sally Goldman', 'Dorin Comaniciu', 'Jean Ponce', 'James Coughlan', 'Yves Grandvalet'
'Zoubin Ghahramani', 'Charlie Anderson', 'Sam Roweis', 'Kenji Doya', 'Naftali Tishby', 'Shie Mannor', 'Tony Bell', 'Martin Riedmiller', 'David Karger', 'David Andre'
'Andrew Ng', 'Dan Roth', 'Steve Renals', 'Ming-Hsuan Yang', 'Brendan Frey', 'Martial Hebert', 'David Forsyth', 'Christopher Manning', 'Alice Zheng', 'John Lafferty'
'Sam Roweis', 'Yosua Bengio', 'Karl Friston', 'Yishay Mansour', 'Aaron Hertzmann', 'Radford Neal', 'Josh Tenenbaum', 'Lawrence Saul', 'Tommi Jaakkola', 'David Karger'
'David Forsyth', 'Allen Jepson', 'Yoram Singer', 'Peter Carbonetto', 'Laurent Itti', 'Song Chun Zhu', 'Aaron Hertzmann', 'Michael Isard', 'Pietro Perona', 'Shimon Edelman'
'Daphne Koller', 'Geoff Hinton', 'Laurent Itti', 'David Forsyth', 'Bradley Minch', 'Ramesh Gopinath', 'David Andre', 'Pierre Baldi', 'Shimon Edelman', 'Yoram Singer'
'David Karger', 'Yoram Singer', 'Benjamin Van Roy', 'Satinder Singh', 'Sridhar Mahadevan', 'Yishay Mansour', 'Dale Schuurmans', 'Andrew Ng', 'Ramesh Gopinath', 'Daphne Koller'
'Dan Roth', 'Yoram Singer', 'Sebastian Thrun', 'Michael Littman', 'Michael Schmitt', 'Robert Schapire', 'Klaus Obermayer', 'Lawrence Saul', 'Andrew Barto', 'Pierre Baldi'
'Yishay Mansour', 'Peter Auer', 'Yoram Singer', 'Doina Precup', 'Sridhar Mahadevan', 'Andrew Moore', 'Robert Schapire', 'Michael Collins', 'David Heckerman', 'Andrew Ng'
'David Andre', 'Joachim Buhmann', 'Pierre Baldi', 'Shimon Edelman', 'Daphne Koller', 'Sebastian Thrun', 'Amos Storkey', 'Thomas Hofmann', 'Yishay Mansour', 'Jean Ponce'
'Geoff Hinton', 'Sam Roweis', 'David Andre', 'Shimon Edelman', 'Richard Sutton', 'Brendan Frey', 'Volodya Vovk', 'Yair Weiss', 'David Barber', 'Daniel Lee'
'William Freeman', 'Song Chun Zhu', 'Serge Belongie', 'Hayit Greenspan', 'Bill Triggs', 'Andrew Zisserman', 'Brendan Frey', 'Andrew Blake', 'David Forsyth', 'Gert Cauwenberghs'
'Klaus Obermayer', 'Ramesh Gopinath', 'Shimon Edelman', 'Daphne Koller', 'Mehryar Mohri', 'Naftali Tishby', 'Walter Senn', 'Mark Herbster', 'David Karger', 'Sally Goldman'
'Naftali Tishby', 'Peter Dayan', 'Pierre Baldi', 'Daphne Koller', 'Thomas Hofmann', 'Klaus Obermayer', 'Terrence Sejnowski', 'Liam Paninski', 'Manfred Opper', 'Nicholas Brunel'
'Shimon Edelman', 'Walter Senn', 'Thorsten Joachims', 'Klaus Obermayer', 'Dorin Comaniciu', 'Bernhard Schoelkopf', 'Alex Smola', 'Ralf Herbrich', 'Thomas Hofmann', 'Nando de Freitas'
'Dan Roth', 'Tong Zhang', 'Ralf Herbrich', 'John Shawe-Taylor', 'Robert Schapire', 'Thore Graepel', 'Daphne Koller', 'Yoram Singer', 'John Lafferty', 'Bernhard Schoelkopf'
'Jiri Matas', 'Martial Hebert', 'David Forsyth', 'Jean Ponce', 'Peter Carbonetto', 'Andrew Zisserman', 'Terrence Sejnowski', 'Simon King', 'Ming-Hsuan Yang', 'Jean-Marc Odobez'
'Shimon Edelman', 'Terrence Sejnowski', 'Mehryar Mohri', 'David Forsyth', 'John Harris', 'Kobus Barnard', 'Yair Weiss', 'Ramesh Gopinath', 'David Andre', 'Bernhard Schoelkopf'
'Andrew Zisserman', 'David Forsyth', 'Jeff Bilmes', 'Josh Tenenbaum', 'Bradley Minch', 'David Karger', 'Sally Goldman', 'Daphne Koller', 'Benjamin Van Roy', 'Ralf Herbrich'
'Nicolo Cesa-Bianchi', 'Walter Senn', 'Shimon Edelman', 'Amnon Shashua', 'Christophe Andrieu', 'Geoff Hinton', 'Terrence Sejnowski', 'Tommi Jaakkola', 'Mark Herbster', 'David Karger'
'Shimon Edelman', 'Yosua Bengio', 'Shai Ben-David', 'David Andre', 'John Lafferty', 'Robert Schapire', 'Nicolo Cesa-Bianchi', 'Terrence Sejnowski', 'Dorin Comaniciu', 'Pierre Baldi'
'Shimon Edelman', 'Alex Smola', 'Richard Sutton', 'Satinder Singh', 'Doina Precup', 'Mehryar Mohri', 'John Shawe-Taylor', 'Dan Roth', 'Craig Saunders', 'Juho Rousu'
'Dorin Comaniciu', 'Bradley Minch', 'Shimon Edelman', 'James Kwok', 'Geoff Hinton', 'Thorsten Joachims', 'Volker Tresp', 'Mehryar Mohri', 'John Shawe-Taylor', 'Amnon Shashua'
'Shimon Edelman', 'Klaus Obermayer', 'John Moody', 'Rene Vidal', 'David Karger', 'David Andre', 'Daphne Koller', 'Bernhard Schoelkopf', 'Ralf Herbrich', 'Tom Minka'
'Robert Schapire', 'Yoram Singer', 'Nir Friedman', 'Satinder Singh', 'William Freeman', 'Klaus Obermayer', 'Kevin Murphy', 'Jean-Marc Odobez', 'Erik Sudderth', 'David Karger'
'Naftali Tishby', 'Ramesh Gopinath', 'Dorin Comaniciu', 'Shimon Edelman', 'Peter Dayan', 'Klaus Obermayer', 'Barak Pearlmutter', 'Mark Herbster', 'Bartlett Mel', 'Pierre Baldi'
